Year,Round,GridPosition,TrackTemp,AirTemp,TotalLaps,First_Compound,Num_Stops,First_Pit_Lap
2023,6,9.0,39.25568181818182,25.06590909090909,78,MEDIUM,1,54.0
2023,6,13.0,39.25568181818182,25.06590909090909,78,MEDIUM,2,19.0
2023,6,19.0,39.25568181818182,25.06590909090909,78,SOFT,2,2.0
2023,6,18.0,39.25568181818182,25.06590909090909,78,MEDIUM,3,2.0
2023,6,3.0,39.25568181818182,25.06590909090909,78,MEDIUM,2,33.0
2023,6,10.0,39.25568181818182,25.06590909090909,78,MEDIUM,2,51.0
2023,6,5.0,39.25568181818182,25.06590909090909,78,MEDIUM,2,32.0
2023,6,4.0,39.25568181818182,25.06590909090909,78,HARD,2,34.0
2023,6,8.0,39.25568181818182,25.06590909090909,78,HARD,1,55.0
2023,6,15.0,39.25568181818182,25.06590909090909,78,HARD,1,52.0
2023,6,11.0,39.25568181818182,25.06590909090909,78,HARD,1,55.0
2023,7,1.0,33.838961038961045,22.674025974025977,66,MEDIUM,2,27.0
2023,7,4.0,33.838961038961045,22.674025974025977,66,SOFT,2,25.0
2023,7,12.0,33.838961038961045,22.674025974025977,66,SOFT,2,26.0
2023,7,11.0,33.838961038961045,22.674025974025977,66,MEDIUM,2,28.0
2023,7,2.0,33.838961038961045,22.674025974025977,66,SOFT,2,16.0
2023,7,5.0,33.838961038961045,22.674025974025977,66,SOFT,2,15.0
2023,7,8.0,33.838961038961045,22.674025974025977,66,SOFT,2,20.0
2023,7,6.0,33.838961038961045,22.674025974025977,66,SOFT,2,14.0
2023,7,13.0,33.838961038961045,22.674025974025977,66,SOFT,2,10.0
2023,7,10.0,33.838961038961045,22.674025974025977,66,SOFT,2,20.0
2023,7,19.0,33.838961038961045,22.674025974025977,66,HARD,2,17.0
2023,7,15.0,33.838961038961045,22.674025974025977,66,SOFT,2,11.0
2023,7,9.0,33.838961038961045,22.674025974025977,66,SOFT,2,18.0
2023,7,14.0,33.838961038961045,22.674025974025977,66,SOFT,2,10.0
2023,7,7.0,33.838961038961045,22.674025974025977,66,SOFT,3,9.0
2023,7,18.0,33.838961038961045,22.674025974025977,66,SOFT,2,17.0
2023,7,3.0,33.838961038961045,22.674025974025977,66,SOFT,3,2.0
2023,7,17.0,33.838961038961045,22.674025974025977,66,SOFT,3,11.0
2023,7,16.0,33.838961038961045,22.674025974025977,66,SOFT,2,6.0
2023,7,20.0,33.838961038961045,22.674025974025977,66,MEDIUM,2,18.0
2023,8,1.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,13.0
2023,8,15.0,30.593209876543206,18.530246913580246,70,SOFT,2,11.0
2023,8,12.0,30.593209876543206,18.530246913580246,70,HARD,2,38.0
2023,8,2.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,13.0
2023,8,10.0,30.593209876543206,18.530246913580246,70,MEDIUM,1,40.0
2023,8,16.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,12.0
2023,8,13.0,30.593209876543206,18.530246913580246,70,HARD,2,36.0
2023,8,17.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,12.0
2023,8,19.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,2.0
2023,8,9.0,30.593209876543206,18.530246913580246,70,MEDIUM,1,13.0
2023,8,20.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,13.0
2023,8,5.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,12.0
2023,8,6.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,13.0
2023,8,7.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,13.0
2023,8,3.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,13.0
2023,8,11.0,30.593209876543206,18.530246913580246,70,MEDIUM,1,39.0
2023,8,4.0,30.593209876543206,18.530246913580246,70,MEDIUM,1,13.0
2023,8,14.0,30.593209876543206,18.530246913580246,70,HARD,1,37.0
2023,8,8.0,30.593209876543206,18.530246913580246,70,MEDIUM,2,13.0
2023,10,1.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,34.0
2023,10,10.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,32.0
2023,10,15.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,29.0
2023,10,9.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,34.0
2023,10,4.0,30.94105960264901,21.473509933774835,52,MEDIUM,2,19.0
2023,10,12.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,32.0
2023,10,14.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,30.0
2023,10,18.0,30.94105960264901,21.473509933774835,52,SOFT,2,28.0
2023,10,16.0,30.94105960264901,21.473509933774835,52,SOFT,2,15.0
2023,10,8.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,33.0
2023,10,17.0,30.94105960264901,21.473509933774835,52,MEDIUM,3,25.0
2023,10,11.0,30.94105960264901,21.473509933774835,52,HARD,2,8.0
2023,10,2.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,34.0
2023,10,7.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,34.0
2023,10,5.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,27.0
2023,10,6.0,30.94105960264901,21.473509933774835,52,SOFT,1,29.0
2023,10,20.0,30.94105960264901,21.473509933774835,52,HARD,1,33.0
2023,10,3.0,30.94105960264901,21.473509933774835,52,MEDIUM,1,30.0
2023,11,2.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,24.0
2023,11,3.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,18.0
2023,11,9.0,48.579268292682926,28.808536585365857,70,HARD,2,25.0
2023,11,1.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,17.0
2023,11,4.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,19.0
2023,11,18.0,48.579268292682926,28.808536585365857,70,HARD,2,29.0
2023,11,6.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,18.0
2023,11,11.0,48.579268292682926,28.808536585365857,70,SOFT,2,16.0
2023,11,8.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,21.0
2023,11,14.0,48.579268292682926,28.808536585365857,70,SOFT,2,10.0
2023,11,16.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,9.0
2023,11,7.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,10.0
2023,11,13.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,19.0
2023,11,10.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,17.0
2023,11,17.0,48.579268292682926,28.808536585365857,70,SOFT,2,10.0
2023,11,5.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,11.0
2023,11,19.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,15.0
2023,11,20.0,48.579268292682926,28.808536585365857,70,MEDIUM,2,14.0
2023,13,1.0,24.94114832535885,16.791866028708135,72,SOFT,6,3.0
2023,13,12.0,24.94114832535885,16.791866028708135,72,SOFT,5,2.0
2023,13,7.0,24.94114832535885,16.791866028708135,72,SOFT,6,2.0
2023,13,5.0,24.94114832535885,16.791866028708135,72,SOFT,5,3.0
2023,13,9.0,24.94114832535885,16.791866028708135,72,SOFT,2,2.0
2023,13,11.0,24.94114832535885,16.791866028708135,72,SOFT,7,5.0
2023,13,0.0,24.94114832535885,16.791866028708135,72,SOFT,6,2.0
2023,13,17.0,24.94114832535885,16.791866028708135,72,SOFT,5,2.0
2023,13,4.0,24.94114832535885,16.791866028708135,72,SOFT,4,45.0
2023,13,15.0,24.94114832535885,16.791866028708135,72,SOFT,4,2.0
2023,13,14.0,24.94114832535885,16.791866028708135,72,SOFT,5,17.0
2023,13,16.0,24.94114832535885,16.791866028708135,72,SOFT,6,3.0
2023,13,2.0,24.94114832535885,16.791866028708135,72,SOFT,6,4.0
2023,13,19.0,24.94114832535885,16.791866028708135,72,SOFT,7,2.0
2023,13,13.0,24.94114832535885,16.791866028708135,72,MEDIUM,5,4.0
2023,13,6.0,24.94114832535885,16.791866028708135,72,SOFT,5,3.0
2023,13,3.0,24.94114832535885,16.791866028708135,72,SOFT,7,5.0
2023,13,18.0,24.94114832535885,16.791866028708135,72,SOFT,5,17.0
2023,13,8.0,24.94114832535885,16.791866028708135,72,SOFT,5,16.0
2023,14,2.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,21.0
2023,14,17.0,42.928205128205136,29.330128205128204,51,MEDIUM,2,11.0
2023,14,5.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,22.0
2023,14,10.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,22.0
2023,14,3.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,21.0
2023,14,20.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,21.0
2023,14,15.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,15.0
2023,14,19.0,42.928205128205136,29.330128205128204,51,HARD,2,13.0
2023,14,6.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,16.0
2023,14,16.0,42.928205128205136,29.330128205128204,51,MEDIUM,2,12.0
2023,14,13.0,42.928205128205136,29.330128205128204,51,MEDIUM,2,15.0
2023,14,18.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,25.0
2023,14,9.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,23.0
2023,14,12.0,42.928205128205136,29.330128205128204,51,MEDIUM,2,14.0
2023,14,8.0,42.928205128205136,29.330128205128204,51,HARD,1,28.0
2023,14,1.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,20.0
2023,14,4.0,42.928205128205136,29.330128205128204,51,MEDIUM,1,20.0
2023,14,14.0,42.928205128205136,29.330128205128204,51,HARD,1,26.0
2023,14,7.0,42.928205128205136,29.330128205128204,51,MEDIUM,2,24.0
2023,15,11.0,36.42215909090909,29.844318181818185,62,HARD,1,41.0
2023,15,12.0,36.42215909090909,29.844318181818185,62,MEDIUM,1,21.0
2023,15,13.0,36.42215909090909,29.844318181818185,62,HARD,1,40.0
2023,15,7.0,36.42215909090909,29.844318181818185,62,MEDIUM,2,21.0
2023,15,3.0,36.42215909090909,29.844318181818185,62,SOFT,1,21.0
2023,15,18.0,36.42215909090909,29.844318181818185,62,MEDIUM,2,20.0
2023,15,6.0,36.42215909090909,29.844318181818185,62,MEDIUM,2,21.0
2023,15,14.0,36.42215909090909,29.844318181818185,62,MEDIUM,2,21.0
2023,15,19.0,36.42215909090909,29.844318181818185,62,SOFT,2,3.0
2023,15,9.0,36.42215909090909,29.844318181818185,62,MEDIUM,1,21.0
2023,15,8.0,36.42215909090909,29.844318181818185,62,MEDIUM,1,21.0
2023,15,4.0,36.42215909090909,29.844318181818185,62,MEDIUM,1,21.0
2023,15,10.0,36.42215909090909,29.844318181818185,62,MEDIUM,1,21.0
2023,15,5.0,36.42215909090909,29.844318181818185,62,MEDIUM,2,21.0
2023,15,1.0,36.42215909090909,29.844318181818185,62,MEDIUM,1,21.0
2023,15,2.0,36.42215909090909,29.844318181818185,62,MEDIUM,2,21.0
2023,15,16.0,36.42215909090909,29.844318181818185,62,HARD,1,41.0
2023,15,17.0,36.42215909090909,29.844318181818185,62,MEDIUM,1,21.0
2023,16,1.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,17.0
2023,16,3.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,18.0
2023,16,2.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,14.0
2023,16,4.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,18.0
2023,16,7.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,17.0
2023,16,6.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,19.0
2023,16,8.0,42.070253164556966,27.28860759493671,53,MEDIUM,1,25.0
2023,16,10.0,42.070253164556966,27.28860759493671,53,SOFT,2,12.0
2023,16,14.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,2.0
2023,16,12.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,19.0
2023,16,11.0,42.070253164556966,27.28860759493671,53,SOFT,2,11.0
2023,16,9.0,42.070253164556966,27.28860759493671,53,SOFT,2,10.0
2023,16,19.0,42.070253164556966,27.28860759493671,53,SOFT,3,2.0
2023,16,18.0,42.070253164556966,27.28860759493671,53,SOFT,3,9.0
2023,16,15.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,13.0
2023,16,13.0,42.070253164556966,27.28860759493671,53,MEDIUM,2,2.0
2023,16,20.0,42.070253164556966,27.28860759493671,53,MEDIUM,3,3.0
2023,16,17.0,42.070253164556966,27.28860759493671,53,SOFT,1,15.0
2023,16,5.0,42.070253164556966,27.28860759493671,53,MEDIUM,4,3.0
2023,16,16.0,42.070253164556966,27.28860759493671,53,SOFT,2,2.0
2023,19,3.0,45.63947368421053,25.547368421052628,71,MEDIUM,3,20.0
2023,19,11.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,29.0
2023,19,13.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,30.0
2023,19,1.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,32.0
2023,19,0.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,31.0
2023,19,19.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,23.0
2023,19,16.0,45.63947368421053,25.547368421052628,71,MEDIUM,1,24.0
2023,19,18.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,10.0
2023,19,14.0,45.63947368421053,25.547368421052628,71,HARD,2,34.0
2023,19,10.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,22.0
2023,19,12.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,24.0
2023,19,4.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,28.0
2023,19,15.0,45.63947368421053,25.547368421052628,71,HARD,1,35.0
2023,19,17.0,45.63947368421053,25.547368421052628,71,SOFT,3,12.0
2023,19,6.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,25.0
2023,19,2.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,31.0
2023,19,8.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,27.0
2023,19,9.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,32.0
2023,19,7.0,45.63947368421053,25.547368421052628,71,MEDIUM,2,26.0
2023,21,2.0,17.99444444444444,18.05,50,MEDIUM,2,17.0
2023,21,4.0,17.99444444444444,18.05,50,MEDIUM,1,18.0
2023,21,11.0,17.99444444444444,18.05,50,MEDIUM,2,2.0
2023,21,9.0,17.99444444444444,18.05,50,MEDIUM,2,2.0
2023,21,1.0,17.99444444444444,18.05,50,MEDIUM,1,22.0
2023,21,19.0,17.99444444444444,18.05,50,SOFT,2,4.0
2023,21,6.0,17.99444444444444,18.05,50,MEDIUM,1,16.0
2023,21,8.0,17.99444444444444,18.05,50,MEDIUM,2,15.0
2023,21,20.0,17.99444444444444,18.05,50,SOFT,2,11.0
2023,21,5.0,17.99444444444444,18.05,50,MEDIUM,1,17.0
2023,21,17.0,17.99444444444444,18.05,50,HARD,1,27.0
2023,21,13.0,17.99444444444444,18.05,50,MEDIUM,2,13.0
2023,21,14.0,17.99444444444444,18.05,50,MEDIUM,1,18.0
2023,21,16.0,17.99444444444444,18.05,50,MEDIUM,1,21.0
2023,21,10.0,17.99444444444444,18.05,50,HARD,2,18.0
2023,21,12.0,17.99444444444444,18.05,50,MEDIUM,2,4.0
2023,21,3.0,17.99444444444444,18.05,50,MEDIUM,2,16.0
2023,21,7.0,17.99444444444444,18.05,50,MEDIUM,2,2.0
2023,21,18.0,17.99444444444444,18.05,50,HARD,2,17.0
2023,22,1.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,17.0
2023,22,2.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,18.0
2023,22,4.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,15.0
2023,22,9.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,18.0
2023,22,5.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,15.0
2023,22,3.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,14.0
2023,22,7.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,13.0
2023,22,6.0,33.46089743589744,26.962820512820517,58,MEDIUM,1,23.0
2023,22,11.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,16.0
2023,22,13.0,33.46089743589744,26.962820512820517,58,HARD,2,23.0
2023,22,15.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,8.0
2023,22,12.0,33.46089743589744,26.962820512820517,58,MEDIUM,1,16.0
2023,22,10.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,18.0
2023,22,14.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,17.0
2023,22,8.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,14.0
2023,22,20.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,16.0
2023,22,19.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,14.0
2023,22,16.0,33.46089743589744,26.962820512820517,58,HARD,2,24.0
2023,22,18.0,33.46089743589744,26.962820512820517,58,HARD,1,30.0
2023,22,17.0,33.46089743589744,26.962820512820517,58,MEDIUM,2,6.0
