Year,Round,GridPercentile,TrackTemp,AirTemp,TotalLaps,SafetyCarLaps,DegradationRate,First_Compound,Num_Stops,First_Pit_Lap
2019,7,0.5,51.098412698412695,29.368253968253967,70,0,0.5135454545454546,MEDIUM,1,13.0
2019,7,0.35,51.098412698412695,29.368253968253967,70,0,0.5223999999999999,SOFT,1,17.0
2019,7,0.2,51.098412698412695,29.368253968253967,70,0,1.375714285714285,SOFT,1,9.0
2019,7,0.45,51.098412698412695,29.368253968253967,70,0,0.094255319148936,HARD,1,49.0
2019,7,0.1,51.098412698412695,29.368253968253967,70,0,0.42918518518518495,MEDIUM,1,29.0
2019,7,0.05,51.098412698412695,29.368253968253967,70,0,0.5088799999999998,MEDIUM,1,27.0
2019,7,0.55,51.098412698412695,29.368253968253967,70,0,,SOFT,1,5.0
2019,7,0.9,51.098412698412695,29.368253968253967,70,0,0.5778750000000006,MEDIUM,1,10.0
2019,7,0.8,51.098412698412695,29.368253968253967,70,0,0.6713999999999999,MEDIUM,2,7.0
2019,7,0.3,51.098412698412695,29.368253968253967,70,0,0.24241379310344832,MEDIUM,2,31.0
2019,7,0.7,51.098412698412695,29.368253968253967,70,0,0.02021212121212126,MEDIUM,1,35.0
2019,7,0.95,51.098412698412695,29.368253968253967,70,0,-1.1514999999999986,MEDIUM,2,10.0
2019,7,0.6,51.098412698412695,29.368253968253967,70,0,0.1378124999999999,HARD,1,34.0
2019,8,0.05,54.525619834710746,26.89421487603306,53,0,0.5794782608695648,MEDIUM,1,25.0
2019,8,0.1,54.525619834710746,26.89421487603306,53,0,0.6154545454545457,MEDIUM,1,24.0
2019,8,0.15,54.525619834710746,26.89421487603306,53,0,0.5854000000000006,MEDIUM,1,22.0
2019,8,0.2,54.525619834710746,26.89421487603306,53,0,0.5292631578947374,MEDIUM,1,21.0
2019,8,0.35,54.525619834710746,26.89421487603306,53,0,0.34095833333333364,MEDIUM,2,26.0
2019,8,0.3,54.525619834710746,26.89421487603306,53,0,0.543,MEDIUM,1,20.0
2019,8,0.6,54.525619834710746,26.89421487603306,53,0,0.19929999999999998,HARD,1,32.0
2019,8,0.65,54.525619834710746,26.89421487603306,53,0,0.20254545454545447,HARD,1,35.0
2019,8,0.25,54.525619834710746,26.89421487603306,53,0,0.5322941176470584,MEDIUM,1,19.0
2019,8,0.45,54.525619834710746,26.89421487603306,53,0,0.5355624999999993,SOFT,1,18.0
2019,8,0.4,54.525619834710746,26.89421487603306,53,0,0.5540666666666672,MEDIUM,1,17.0
2019,8,0.7,54.525619834710746,26.89421487603306,53,0,0.7154117647058827,MEDIUM,1,19.0
2019,8,0.85,54.525619834710746,26.89421487603306,53,0,0.13613157894736846,HARD,1,40.0
2019,8,0.95,54.525619834710746,26.89421487603306,53,0,0.06041935483870937,HARD,1,33.0
2019,8,0.55,54.525619834710746,26.89421487603306,53,0,0.14575000000000018,MEDIUM,1,26.0
2019,8,0.5,54.525619834710746,26.89421487603306,53,0,1.7466666666666673,SOFT,2,8.0
2019,8,0.75,54.525619834710746,26.89421487603306,53,0,0.39033333333333264,MEDIUM,1,17.0
2019,8,0.9,54.525619834710746,26.89421487603306,53,0,0.16921739130434765,MEDIUM,1,25.0
2019,8,1.0,54.525619834710746,26.89421487603306,53,0,0.15804166666666694,MEDIUM,2,26.0
2019,8,0.8,54.525619834710746,26.89421487603306,53,0,0.10290000000000012,HARD,1,32.0
2019,9,0.1,50.74406779661018,34.44406779661016,71,0,-0.1309333333333337,MEDIUM,1,32.0
2019,9,0.05,50.74406779661018,34.44406779661016,71,0,0.050857142857142754,SOFT,1,23.0
2019,9,0.15,50.74406779661018,34.44406779661016,71,0,-0.00694999999999979,MEDIUM,1,22.0
2019,9,0.45,50.74406779661018,34.44406779661016,71,0,-0.1789999999999999,SOFT,2,22.0
2019,9,0.2,50.74406779661018,34.44406779661016,71,0,-0.0034482758620687694,MEDIUM,1,31.0
2019,9,0.25,50.74406779661018,34.44406779661016,71,0,-0.050500000000000135,SOFT,1,26.0
2019,9,0.4,50.74406779661018,34.44406779661016,71,0,-0.14545833333333333,SOFT,1,26.0
2019,9,0.95,50.74406779661018,34.44406779661016,71,0,-0.171875,MEDIUM,1,42.0
2019,9,0.3,50.74406779661018,34.44406779661016,71,0,-0.06536363636363647,SOFT,1,24.0
2019,9,0.35,50.74406779661018,34.44406779661016,71,0,-0.13604347826086916,SOFT,1,25.0
2019,9,0.65,50.74406779661018,34.44406779661016,71,0,-0.15559259259259234,MEDIUM,1,29.0
2019,9,0.6,50.74406779661018,34.44406779661016,71,0,-0.12395555555555562,MEDIUM,1,47.0
2019,9,0.75,50.74406779661018,34.44406779661016,71,0,-0.22208000000000028,MEDIUM,1,27.0
2019,9,0.7,50.74406779661018,34.44406779661016,71,0,-0.21054166666666654,MEDIUM,1,26.0
2019,9,0.9,50.74406779661018,34.44406779661016,71,0,-0.1952647058823528,MEDIUM,1,36.0
2019,9,0.55,50.74406779661018,34.44406779661016,71,0,-0.16536363636363616,MEDIUM,1,35.0
2019,9,0.8,50.74406779661018,34.44406779661016,71,0,-0.25606451612903236,MEDIUM,1,33.0
2019,9,0.0,50.74406779661018,34.44406779661016,71,0,-0.3363076923076923,MEDIUM,1,28.0
2019,9,0.5,50.74406779661018,34.44406779661016,71,0,-0.2831000000000003,SOFT,3,12.0
2019,9,0.85,50.74406779661018,34.44406779661016,71,0,-0.2760555555555552,MEDIUM,1,20.0
2019,10,0.25,30.32203389830509,18.905084745762718,52,68,-0.6208181818181813,MEDIUM,1,13.0
2019,10,0.75,30.32203389830509,18.905084745762718,52,68,-0.668294117647059,MEDIUM,3,19.0
2019,10,0.15,30.32203389830509,18.905084745762718,52,68,-0.4002499999999998,SOFT,2,14.0
2019,10,0.9,30.32203389830509,18.905084745762718,52,68,-0.907,MEDIUM,2,14.0
2019,10,0.8,30.32203389830509,18.905084745762718,52,68,,SOFT,1,2.0
2019,10,0.45,30.32203389830509,18.905084745762718,52,68,-0.6337500000000004,SOFT,1,14.0
2019,10,0.85,30.32203389830509,18.905084745762718,52,68,-1.038909090909092,SOFT,2,13.0
2019,10,0.5,30.32203389830509,18.905084745762718,52,68,-0.5848333333333322,SOFT,1,14.0
2019,10,0.35,30.32203389830509,18.905084745762718,52,68,-0.712090909090909,SOFT,2,13.0
2019,10,0.2,30.32203389830509,18.905084745762718,52,68,-0.4652499999999999,MEDIUM,2,14.0
2019,10,0.4,30.32203389830509,18.905084745762718,52,68,-0.6254166666666663,SOFT,2,14.0
2019,10,0.1,30.32203389830509,18.905084745762718,52,68,0.14031578947368478,MEDIUM,1,21.0
2019,10,0.3,30.32203389830509,18.905084745762718,52,68,0.36721052631578965,SOFT,2,21.0
2019,10,0.65,30.32203389830509,18.905084745762718,52,68,0.6327894736842103,MEDIUM,1,21.0
2019,10,0.95,30.32203389830509,18.905084745762718,52,68,1.11535,MEDIUM,1,22.0
2019,10,0.6,30.32203389830509,18.905084745762718,52,68,-0.6138124999999999,MEDIUM,1,18.0
2019,10,0.05,30.32203389830509,18.905084745762718,52,68,-0.2554000000000002,MEDIUM,2,17.0
2019,10,0.7,30.32203389830509,18.905084745762718,52,68,,SOFT,1,2.0
2019,10,1.0,30.32203389830509,18.905084745762718,52,68,1.1895789473684204,MEDIUM,1,21.0
2019,11,0.2,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.5,26.441496598639453,21.503401360544217,64,272,,WET,2,4.0
2019,11,0.75,26.441496598639453,21.503401360544217,64,272,-1.9431666666666676,WET,3,8.0
2019,11,0.6,26.441496598639453,21.503401360544217,64,272,-1.281571428571429,WET,3,9.0
2019,11,0.8,26.441496598639453,21.503401360544217,64,272,,WET,3,3.0
2019,11,0.7,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.45,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.65,26.441496598639453,21.503401360544217,64,272,,WET,1,4.0
2019,11,0.1,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.95,26.441496598639453,21.503401360544217,64,272,-2.7170000000000014,WET,1,7.0
2019,11,0.05,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,1.0,26.441496598639453,21.503401360544217,64,272,,WET,3,3.0
2019,11,0.35,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.85,26.441496598639453,21.503401360544217,64,272,-2.046833333333332,WET,3,8.0
2019,11,0.25,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.15,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.3,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,11,0.9,26.441496598639453,21.503401360544217,64,272,-2.059666666666667,WET,3,8.0
2019,11,0.55,26.441496598639453,21.503401360544217,64,272,,WET,3,4.0
2019,12,0.15,44.096923076923076,25.66,70,0,-0.06400000000000006,MEDIUM,2,32.0
2019,12,0.05,44.096923076923076,25.66,70,0,-0.058708333333333584,MEDIUM,2,26.0
2019,12,0.25,44.096923076923076,25.66,70,0,-0.12065789473684231,MEDIUM,1,40.0
2019,12,0.2,44.096923076923076,25.66,70,0,-0.11534615384615367,MEDIUM,1,28.0
2019,12,0.4,44.096923076923076,25.66,70,0,-0.21189285714285688,SOFT,1,30.0
2019,12,0.3,44.096923076923076,25.66,70,0,-0.299037037037037,MEDIUM,1,29.0
2019,12,0.5,44.096923076923076,25.66,70,0,-0.2906785714285713,SOFT,1,30.0
2019,12,0.1,44.096923076923076,25.66,70,0,,MEDIUM,2,6.0
